x,y,z,type
-5.144123892682111,-27.909121923853345,0.0,cancer_differentiated
13.33519260346429,36.94028841321555,0.0,cancer_differentiated
-30.914016498558475,69.12363890718026,0.0,Cancer_stem
81.62907501362757,-24.24204224749733,0.0,Cancer_stem
23.12474691413566,84.47272557130664,0.0,Cancer_stem
83.87621677399943,-53.969532269655495,0.0,Cancer_stem
67.5238360940675,-10.703720552729758,0.0,cancer_differentiated
-61.752756530268705,-61.72642959139365,0.0,cancer_differentiated
-32.373603599373226,-42.02509369668833,0.0,cancer_differentiated
-78.64334539888176,-54.69228855606982,0.0,cancer_differentiated
-16.61708662389406,-53.09668983371922,0.0,cancer_differentiated
29.57315760502254,55.27746946477499,0.0,cancer_differentiated
-54.27553389550741,-43.453507367860304,0.0,cancer_differentiated
47.89215778507756,-39.17604911510053,0.0,cancer_differentiated
-40.435796497967374,90.72350976109368,0.0,cancer_differentiated
27.006112272248753,93.6520400504639,0.0,cancer_differentiated
12.342930152042271,-93.81364399593984,0.0,cancer_differentiated
4.504228960984833,90.28758019734761,0.0,cancer_differentiated
48.19016258398306,54.88692470423996,0.0,cancer_differentiated
55.31637622911406,-35.579647255496795,0.0,cancer_differentiated
50.67788150267085,40.16994626938361,0.0,cancer_differentiated
27.78124754755598,-91.37927338810002,0.0,cancer_differentiated
62.306200878108676,18.795585303311526,0.0,cancer_differentiated
-8.897339971552762,96.38693080467975,0.0,M2_macrophage
-131.48865645200468,54.78132304893986,0.0,Cancer_stem
-19.081654780695683,107.78710122489828,0.0,Cancer_stem
-134.76185768875774,-8.689300441870069,0.0,Cancer_stem
-66.01724075833484,115.91815800019849,0.0,Cancer_stem
69.48767037303918,-76.05764092875873,0.0,Cancer_stem
-36.358507802571,-138.24484664537394,0.0,Cancer_stem
25.92445849949336,-145.78458310719134,0.0,Cancer_stem
-110.07242206971412,81.26045798767247,0.0,Cancer_stem
27.622259151139517,125.78675489404922,0.0,Cancer_stem
-111.2825819585673,13.946999059233152,0.0,Cancer_stem
-93.49393280896687,-103.10845766777015,0.0,Cancer_stem
-55.604851822912636,95.88078997961588,0.0,Cancer_stem
-122.88405149114706,25.681193936612424,0.0,Cancer_stem
-61.90206960333512,91.86070989646272,0.0,Cancer_stem
-117.64961263211404,-24.72153734146125,0.0,Cancer_stem
-44.59783983682984,-89.80162364104646,0.0,Cancer_stem
141.50750732794702,20.97562148909494,0.0,Cancer_stem
147.4223875377564,12.608990552957891,0.0,Cancer_stem
-134.168249642016,41.44489660082835,0.0,Cancer_stem
90.21599049518142,-112.35041794689323,0.0,Cancer_stem
68.68939995342502,129.29663182857766,0.0,Cancer_stem
-89.80164488649326,93.5343885456755,0.0,cancer_differentiated
98.95690479677704,76.69208884737068,0.0,cancer_differentiated
-116.53395752425155,2.0351694359926396,0.0,cancer_differentiated
107.55831153049944,77.01573519327016,0.0,cancer_differentiated
-83.39798591879186,-84.26936884413082,0.0,cancer_differentiated
64.13679594015127,-76.91769890220168,0.0,cancer_differentiated
54.90967166785438,114.52000067648147,0.0,cancer_differentiated
-118.80158054976812,50.87825910357046,0.0,cancer_differentiated
106.27516166094728,104.05820223803143,0.0,cancer_differentiated
11.993305399964912,-129.11470085779592,0.0,cancer_differentiated
-85.06618146913256,-62.723687346736966,0.0,cancer_differentiated
-62.21141808110065,-119.32383352761262,0.0,cancer_differentiated
96.27481991315746,32.62798034379135,0.0,cancer_differentiated
92.84998272480101,51.979759369378755,0.0,cancer_differentiated
65.5875577205067,76.80686514616458,0.0,cancer_differentiated
119.41995803688626,-29.515115932366317,0.0,cancer_differentiated
-131.91872173781704,44.23327065669791,0.0,cancer_differentiated
-93.11710451185232,-71.08897624946502,0.0,cancer_differentiated
110.9793840784001,-97.44273286235749,0.0,cancer_differentiated
-90.01160813764598,-98.40308314743407,0.0,cancer_differentiated
66.26962336314406,-95.07176133168504,0.0,cancer_differentiated
99.4663559147963,111.87827291680381,0.0,cancer_differentiated
-117.59647346759027,-59.86764310514769,0.0,cancer_differentiated
-117.21256934290987,4.637395435406198,0.0,cancer_differentiated
-75.8775953929197,-105.46618347922794,0.0,cancer_differentiated
-105.21899283057935,-73.61984039556653,0.0,cancer_differentiated
-98.92538201701214,-65.98143715239286,0.0,cancer_differentiated
-71.6289450293421,96.03869382336387,0.0,cancer_differentiated
-42.7700778975227,-136.41609338128282,0.0,cancer_differentiated
4.136165148252645,-139.9083478191064,0.0,cancer_differentiated
-57.59731443675775,91.94576760241863,0.0,cancer_differentiated
-107.85268606700757,23.434859162705287,0.0,cancer_differentiated
8.767619232844002,-113.75993292011354,0.0,cancer_differentiated
-57.65114480626901,-97.42356311907805,0.0,cancer_differentiated
82.66062315982414,-88.70373331210158,0.0,cancer_differentiated
43.06530780255385,120.93747322228326,0.0,cancer_differentiated
67.07815644153906,82.44296821512066,0.0,cancer_differentiated
79.75064665015742,-80.32398069837018,0.0,cancer_differentiated
97.46384569915337,-72.71710406239899,0.0,cancer_differentiated
129.70940096989918,74.1007951054611,0.0,cancer_differentiated
-110.53659017175953,26.6865057569394,0.0,cancer_differentiated
79.56810107789002,76.649161751768,0.0,cancer_differentiated
66.04742794542699,-103.50520254114416,0.0,cancer_differentiated
96.55102768683047,-52.59999287929998,0.0,cancer_differentiated
106.6907195179147,64.85525389455192,0.0,cancer_differentiated
-60.84434507077468,-113.58856510168188,0.0,cancer_differentiated
-47.533559820256485,-98.46721434641553,0.0,cancer_differentiated
-9.56002641201835,-124.68943617047198,0.0,cancer_differentiated
90.32685040802592,-113.19082064810479,0.0,cancer_differentiated
46.26163146651332,103.49479456502209,0.0,cancer_differentiated
-91.93569599896665,-109.27914124263322,0.0,cancer_differentiated
25.56933186105865,110.89867387050518,0.0,cancer_differentiated
-133.6978299218736,-25.12350682371561,0.0,cancer_differentiated
119.77057898408887,-17.317517370716597,0.0,cancer_differentiated
-77.43677107620456,89.03883590617333,0.0,cancer_differentiated
-129.91887166992822,25.160015491569705,0.0,cancer_differentiated
103.90991056793936,24.19736961828544,0.0,M2_macrophage
-12.131053424476656,-126.17023827646491,0.0,M2_macrophage
-28.915291994625647,97.41737187342808,0.0,M2_macrophage
-38.01514729729284,111.12087601364644,0.0,M2_macrophage
170.18766749337615,-78.02380500561918,0.0,Cancer_stem
-157.96177695937624,35.12127993396429,0.0,Cancer_stem
28.289493200996056,-185.30109556158868,0.0,Cancer_stem
99.97435843970179,131.19845114461287,0.0,Cancer_stem
-43.822335698960565,163.23960197703536,0.0,Cancer_stem
-151.30842019889027,-0.9174859780414031,0.0,Cancer_stem
156.61364450135804,51.58560215869586,0.0,Cancer_stem
111.55713242677169,138.60850339736086,0.0,Cancer_stem
-11.461606839597215,175.66123064241808,0.0,Cancer_stem
148.9569161557643,71.72237665209967,0.0,Cancer_stem
-167.27997438608514,44.05173253489181,0.0,Cancer_stem
110.09783442172865,-106.33786579529924,0.0,Cancer_stem
154.25944453976987,16.484373630376307,0.0,Cancer_stem
-169.3846010887658,-65.28247906269775,0.0,Cancer_stem
65.18519806664126,152.0591582300144,0.0,Cancer_stem
-81.34273384747685,-134.2798561211958,0.0,Cancer_stem
36.36591788937878,-165.34289470836487,0.0,Cancer_stem
134.23014197995465,109.62665189311791,0.0,Cancer_stem
-159.15510159097482,-23.282775706740374,0.0,Cancer_stem
-49.55793486565452,147.57017834817464,0.0,Cancer_stem
-116.15703102935183,-98.83261452327952,0.0,Cancer_stem
-129.44437812422674,-75.79707169589354,0.0,Cancer_stem
-190.3125334857413,-26.307997450614906,0.0,Cancer_stem
75.71932666046241,146.55379564767537,0.0,Cancer_stem
-112.23973376486636,-145.7823210909985,0.0,Cancer_stem
